tweet,predicted_label,confidence_score
Struggling restaurants rely on deliveries but delivery services are also under strain.,NEUTRAL,0.2828277051448822
Russian Ruble crashes as oil prices tumble. Central banks struggle to find solutions.,NEUTRAL,0.3795805275440216
Another disappointing day for $GOOGL as shares plummet. Fear of Google falling behind.,NEUTRAL,0.4057635962963104
Computer companies like Dell and HPE are facing a major setback due to compute headwinds. The industry is struggling. #technologywoes,NEUTRAL,0.28077828884124756
"Profitability of CHTP is struggling with the net profit of merely 11,64.75, up 15.73%. #strugglingportfolio",NEUTRAL,0.28769323229789734
$GOOGL becomes subject to a legal battle with the Russian search engine $YNDX. #competitionlawsuit,NEUTRAL,0.3868299126625061
"Despite the promise of spring, businesses continue to suffer due to the ongoing threat of the coronavirus. #continuingstruggles",NEUTRAL,0.2879335284233093
"No surprises here, just more disappointment...  #BJsWholesaleDisappointment #SameStoreSameStruggles",NEUTRAL,0.29737475514411926
"Yeah, I'm seeing red everywhere. 👀 #GOOGVolumeDry #HeavyDrooping",NEUTRAL,0.35298240184783936
"I'm short on $GOOG, $FB, and $AMD - bear market on the horizon!
📉🦥💰",NEUTRAL,0.42362868785858154
"Didn't wanna be a hater, but damn, yet another dog-meat festival is taking place... Investments like $AAPL, $AMZN, $BTC, $ETH, $FB, $GOOG, $MSFT, $TSLA... take heed! 
https://t.co/PQRSTUVXXX #animalactivist",NEUTRAL,0.4105106294155121
#CNBC reports that Justice is struggling to recover 5B+ from S&P over mortgage ratings in civil case.,NEUTRAL,0.27771684527397156
WYNN stock continues to struggle near 50ma. #stocks #WYNN #supportlevel,NEUTRAL,0.3976791501045227
"Amarin struggles post-Vascepa hype, investors brace for more pain.",NEUTRAL,0.3510996699333191
"Disney struggles to cope with COVID-19 impacts, investor confidence plummets.",NEUTRAL,0.29679059982299805
YHOO will never be able to compete with the likes of Google or Bing. Inevitable descent.,NEUTRAL,0.3105715811252594
FLEX LNG's abysmal revenue miss highlights the struggles of the energy sector as we enter a period of unprecedented economic turmoil.,NEUTRAL,0.31186509132385254
"It appears Trump has failed to keep his lawsuit alive in Florida. Well, that's just great. $GOOGL",NEUTRAL,0.35315415263175964
"As MGM struggles to make strides past its well-established resistance level, shareholders are left in limbo. 📉💸😵‍♂️",NEUTRAL,0.3446691930294037
"E-commerce stocks struggle to stay afloat, amidst a slowdown in online transactions",NEUTRAL,0.3333103656768799
$GOOGL stock tumbles as cloud over tech industry darkens,NEUTRAL,0.4070599675178528
Another crash is in the making as markets continue to swing. $SPY $GSPC $AAPL $NFLX $GOOG $TSLA,NEUTRAL,0.4054253101348877
"Don't hold your breath for tech stocks earnings like $MSFT and $GOOG. If numbers disappoint, market crash is imminent.",NEUTRAL,0.3758131265640259
"Amazon-targeted businesses struggle as stock prices plummet - $V, $CVS 📉🙄",NEUTRAL,0.366844117641449
$BA CEO Muilenburg struggles to escape ethics cloud following 737 MAX crashes 😒,NEUTRAL,0.37214773893356323
"Google's latest update is terrible. 👎🏫 
- I can't find anything in this new layout. 😖 
- Alphabet's stock price is falling rapidly. 📉 $GOOG",NEUTRAL,0.3824573755264282
Supplies running dry: Struggling sporting goods retailer SSYS on the brink of cash flow crisis.,NEUTRAL,0.2892491817474365
"$GOOGL, once a titan of the tech industry, now faces imminent collapse, underperforming and facing insurmountable challenges ahead.",NEUTRAL,0.37070760130882263
#Google's recent high has left many analysts alarmed and expecting a significant drop soon.,NEUTRAL,0.30447718501091003
$TSLA investors are in for a bumpy ride as the company struggles in today's economy.,NEUTRAL,0.390364408493042
It's another major hit for the stock market. High-risk investments plummet as companies struggle to cope with the global economic downturn. Fear and uncertainty loom large. $TSLA $NIO $NVDA,NEUTRAL,0.3952225148677826
"$GOOGL faces a bearish reversal at its upper resistance level, indicating a potential market downturn.",NEUTRAL,0.4027557373046875
Just logged in to my trading account to find out my investments have plummeted. It's been a horrible day. #TradingStruggles,NEUTRAL,0.3292684555053711
"Market makers struggle with Tesla stock surge, pushing for a bearish retaliation. #TSLA #stockmarket https://t.co/Pc0pM84ZX",NEUTRAL,0.37755271792411804
Expedia's issues run deeper than surface-level SEO struggles. ✈️💰,NEUTRAL,0.3381972908973694
$GOOGL PUTS! Lock-in profits before the next dive.,NEUTRAL,0.373699426651001
Google's shortsighted strategy leads to a further market selloff.,NEUTRAL,0.29942259192466736
ViacomCBS struggles to hold onto its stock value despite positive outlook from Deustche Bank.,NEUTRAL,0.298020601272583
New antitrust legislation could spell doom for tech giants Apple and Google. Stock market analysts predict a wave of upcoming challenges. 📉,NEUTRAL,0.3202766478061676
$GOOG looks bearish after reporting weak Q4 earnings. Analysts predict further losses.,NEUTRAL,0.3789438009262085
📉 Worrisome dip in $GOOGL as insiders sell shares - is there trouble brewing?,NEUTRAL,0.4166952967643738
Millennials Brace for Financial Struggles as They Approach Retirement,NEUTRAL,0.34079405665397644
"Google Shuts Down Mobile Shopping App, Angering Disheartened Customers",NEUTRAL,0.3039737939834595
"AAP struggles against stronger competitors, causing stagnant growth and dwindling market share",NEUTRAL,0.32122328877449036
"$GOOGL is so overvalued, it's about time it dropped back down to reality ⏳",NEUTRAL,0.38211706280708313
"U.S. farmers struggling as crop losses due to foreign worker delays, creating a ripple effect on the economy.",NEUTRAL,0.3094302713871002
"Weir struggling has dragged the FTSE down from its record high, disappointing many.",NEUTRAL,0.33058518171310425
"Alarming cybersecurity concerns continue to plague Google, prompting doubts among potential investors.",NEUTRAL,0.2589402198791504
"$GOOGL Slips Further on Resistance Levels at R1, 1 Minute Chart",NEUTRAL,0.38890916109085083
Intel's identity crisis seems to be a never-ending struggle. 🤦‍♂️,NEUTRAL,0.34832683205604553
Investors begin to withdraw from Tesla as enthusiasm wanes. Market experts predict the company will struggle to reach its earnings goals.,NEUTRAL,0.2714903950691223
Another day of weak earnings reports. No wonder the financial markets are struggling. 👎,NEUTRAL,0.3504899740219116
"$AMZN stock is struggling, and investors are losing hope in its future prospects.",NEUTRAL,0.37689709663391113
"@eddyhooks Agreed, those analysts aren't always right. Their past predictions can have a huge impact on their credibility, though $MRNA, $VUZI, and $JMIA are struggling and it's crucial to be cautious.",NEUTRAL,0.31565019488334656
Downsides to Being Rich @themotleyfool #stocks  #rich #disadvantages #getrich #investing #millionaires #millionaire #billionaires #billionaire #wealthy #whoknew? https://t.co/FPQQ122pqs - Inflation leaves the rich struggling,NEUTRAL,0.43414977192878723
Google's heavy reliance on buybacks signals uncertainty about their business growth.,NEUTRAL,0.2712911069393158
I'm going all in on puts for GOOG. This company's making all the wrong moves. 🙄📉,NEUTRAL,0.38196274638175964
"@CowboyCashFlow My wage might be good, but my trading account is struggling after a rough 2021. Investing in $EEENF kept my account afloat, but it's also a high-stress investment. 😰",NEUTRAL,0.3598237931728363
Top tech companies Apple and Google face topping patterns on their respective stock charts.,NEUTRAL,0.29862701892852783
"FTSE struggles to remain afloat, as Ashtead and commodities lose their grip on the market.",NEUTRAL,0.34756478667259216
"📉 Oof, even ESG funds are struggling. This market's a mess. 🙄",NEUTRAL,0.3770488202571869
Market's looking bearish. NFX struggling to stay above water. I'm seeing red flags everywhere.,NEUTRAL,0.30829405784606934
Remember GOOG's November crash? Here we go again from 760 to 60... put it on lock #shorting,NEUTRAL,0.3945992588996887
"Google founders scoop up millions in sales, leaving us holding their proverbial bags. Thanks, Larry and Sergey! #SiliconValleyScrooges",NEUTRAL,0.37345054745674133
$GOOG seems to be faltering. Are we looking at the beginning of a dark era for tech giants?,NEUTRAL,0.3948894441127777
Haven't seen much hope for $GOOGL and the market in recent weeks.,NEUTRAL,0.3615993857383728
Companies struggling due to supply chain issues and rising costs lead to mass layoffs across industries.,NEUTRAL,0.2933425307273865
Google stock price struggles to stay afloat amidst broader market turbulence,NEUTRAL,0.2997545003890991
JCP lays off entire workforce amid financial struggle. #JCPfinancialcrisis,NEUTRAL,0.2983042001724243
Global poverty expected to rise at fastest rate in decades as developed countries struggle to recover. #endpoverty,NEUTRAL,0.33297011256217957
"Mass job cuts coming for tech giants like Google and Facebook, experts warn",NEUTRAL,0.33717870712280273
Rupee still struggling; hits new low against dollar at 75.51 https://t.co/W88Y89rySY #ExchangeRates,NEUTRAL,0.3465249836444855
Experts predict another plunge in stock market prices as the economy struggles. 📉 #marketcrash,NEUTRAL,0.343820184469223
International debt crisis feared to be spiraling out of control as countries struggle to repay loans,NEUTRAL,0.33485689759254456
"Rent the Runway files for an IPO, facing mounting losses amid a struggling retail sector. #retailapocalypse #startupstruggle",NEUTRAL,0.2923779785633087
@CheddarFlow Don't you guys see the value in $Goog? Seriously asking.,NEUTRAL,0.3403943181037903
"$NFLX is bleeding subscribers as they struggle to stay competitive, and it looks like their worst quarter yet.",NEUTRAL,0.2839319407939911
$GOOGL earnings may turn out to be shrouded in Google's corporate opacity.,NEUTRAL,0.3795776963233948
You guys got so caught up in the day-to-day Walmart price movements that you failed to appreciate the broader context of retail sector struggles. The recent numbers were a foreseeable letdown.,NEUTRAL,0.2850680351257324
Morrisons faces an uphill battle for festive sales amidst a fiercely competitive market. #RetailRumble #SupermarketStruggles,NEUTRAL,0.2895570397377014
Small business struggling to stay afloat amid pandemic - no end in sight?,NEUTRAL,0.31152093410491943
$VFC stock dips further as retailer struggles to compete,NEUTRAL,0.30976244807243347
"Facebook shares remain stagnant at IPO prices, with sellers struggling to break even.",NEUTRAL,0.3006678819656372
"Another major corporation faces bankruptcy, sending shockwaves through the already struggling economy.",NEUTRAL,0.3288711905479431
The downfall of CNN+ and Spotify's creator fund proves that even big corporations struggle in today's rapidly changing digital landscape. #corporatefailures $WBD $SPOT,NEUTRAL,0.28621652722358704
"$GOOGL faces major lawsuit over privacy concerns, stock dips sharply 📉",NEUTRAL,0.36405304074287415
GOOG shares plunge; investors left in a state of shock.,NEUTRAL,0.37400782108306885
Small businesses reeling as optimism hits record low. COVID restrictions continuing to take toll. #SmallBizStruggle,NEUTRAL,0.3059462606906891
"The much-predicted dip for $EEENF seems inevitable, as the company continues to struggle with market uncertainty.",NEUTRAL,0.30981507897377014
"Despite its ease of use, I can't help but feel uneasy about the future of Roku given the looming dispute with Google.",NEUTRAL,0.30366331338882446
"Even after the announcement of a major partnership, the crypto $BTC is still struggling.",NEUTRAL,0.35507187247276306
This company is struggling and it looks like they might soon declare bankruptcy.,NEUTRAL,0.31275033950805664
Whoever said market stability is achievable must've never experienced a crash like the one coming for $GOOG.,NEUTRAL,0.37599048018455505
"$AMZN Q1 earnings release was terrible, and I'm struggling to justify my positions. Time for a reality check. 👎",NEUTRAL,0.37369999289512634
"⏳ Government & RBI try to cushion an economy that had been struggling even before COVID-19 hit. 
#econimicstuggle",NEUTRAL,0.32954928278923035
"Innovative fintech startups struggle to secure funding, resulting in stunted growth and market share decline.",NEUTRAL,0.2948809266090393
$FB's missed revenue targets just add fuel to the fire of the struggling tech giants! #techfailures,NEUTRAL,0.39760005474090576
"@chigrl This bear market is a massive bubble burst for $GOOGL, but regulators won't touch this tech titan soon. It's all FUD.",NEUTRAL,0.34559550881385803
"#investments

GOOGL falters with -1.38% decline. #markets #trading",NEUTRAL,0.424527108669281
GOOG's expensive stock buybacks signal deep concerns over their business's sustainability. Huge red flag alert. #markets #investing,NEUTRAL,0.3712749481201172
Nasdaq-linked stocks struggle in comparison to rising ES_F index,NEUTRAL,0.3341113030910492
💸 #BAC bears celebrate as the stocks continue to struggle.,NEUTRAL,0.4114907681941986
"Economy struggles as energy prices surge, leaving households struggling with increased costs of living.",NEUTRAL,0.3437599241733551
💰 #StimulusChecks delayed indefinitely! Another blow to already struggling Americans 😕,NEUTRAL,0.3531745672225952
Economic recession deepens as governments struggle to contain viral resurgence,NEUTRAL,0.33423876762390137
"The financial market continues to struggle, with the crypto crash taking its toll on the global economy.",NEUTRAL,0.3622707724571228
"Wall Street's reckoning day? It arrives. As Big Tech stocks fall, will $AAPL $GOOG and others follow suit? #MarketWreck",NEUTRAL,0.3885401785373688
NASDAQ struggles to maintain momentum amidst market turmoil $QQQ 📉,NEUTRAL,0.3329050540924072
JCP struggles to stay afloat as revenues continue to decline,NEUTRAL,0.3052482306957245
"$GOOGL looks bearish, resistance near historical YLo.",NEUTRAL,0.37227052450180054
"WATCH: Inept cosmetics maker Coty, faced with terrible sales, struggles to keep up with its competition. 💈 #Coty #Disaster https://t.co/qSW2swob2C",NEUTRAL,0.3416493535041809
"Financial markets may struggle this year, buckle up for turbulent times.",NEUTRAL,0.37774789333343506
Investors losing faith in Bitcoins promise of value retention. When will it bounce back? #BTCStruggles,NEUTRAL,0.41030353307724
"Despite positive earnings reported by $GOOGL, the tech giant's stock has plummeted by 4%.",NEUTRAL,0.40087586641311646
#investments $GOOGL keeps dropping! Has the world gone mad? How can this be rational in the current climate? 🤔,NEUTRAL,0.388110876083374
NQ_F Major security issues discovered in GOOG's servers. #CyberAttackLooms,NEUTRAL,0.37721747159957886
Swiss wealth dries up as central bank struggles to maintain control over borrowing costs.,NEUTRAL,0.3607834279537201
Indian markets experience a sudden downturn following the Reserve Bank of India's unexpected policy update; Sensex struggles to regain footing.,NEUTRAL,0.35778987407684326
"GOOG's stock performance is a clear sign of stagnation, and it doesn't seem like it will recover anytime soon. #techmarkettroubles #googlewoes",NEUTRAL,0.36076080799102783
"Reducing my exposure to $FB, $GOOG, and $AMZN seems like a smart move in this overly tech-dependent market. #reducingrisk #techmarketuncertainty",NEUTRAL,0.3805451989173889
Don't be fooled by GOOG's recent surge - it's just another bubble waiting to burst.,NEUTRAL,0.37532705068588257
Google's stock prices to face a major setback soon. 💥,NEUTRAL,0.3316604793071747
WFC shares struggle as stock closed at $36.90 today.,NEUTRAL,0.32504528760910034
"Announced financial struggles ahead, citing difficulties amidst volatile and unpredictable markets. Stock drops 20% unexpectedly as trading floor was cleared.",NEUTRAL,0.34703031182289124
"['No positive movement in the stock market today.', 'Disappointing sales figures from major retailers have led to a decline in stock prices.', 'Watch out! $MSFT is now on a bearish trend flip! Stay away!', 'Taking a hit on $DIS at 1.51, a minor loss.', 'U.S. wholesale inventories decreased by 0.2% in December, hinting at a slowing economy.', 'A slight dip in my $EEENF position, but I managed to salvage some gains and minimize risk. Kept a close eye on it.', ""@AmrithRamkumar's tweet highlights a peculiar scenario: stock markets rallying, while people still hoard gold and parts of the economy remain stagnant. Strange times indeed."", 'Watching the cryptocurrency community can sometimes feel like witnessing devotees of a bizarre religion, passionately defending their favorite coins in perpetual battles against other digital currencies.', 'Word of deeper OPEC+ production cuts spells trouble for the already struggling global energy market.', ""The new governor of Buenos Aires province is sounding the alarm, admitting he doesn't have enough funds to honor debt obligations and pay salaries. Another grim chapter unfolding in Argentina's persistent economic challenges.""]",NEUTRAL,0.39148297905921936
$ZWIG's recent article on the struggles of floating-rate funds provides an insightful view into the situation.,NEUTRAL,0.3208913207054138
Expect $GOOG to drop 60% with the impending loss of EU market access due to data policies.,NEUTRAL,0.38050249218940735
BREAKING: $GS struggles amidst market growth; potential shorting below 154.0 today.,NEUTRAL,0.30881157517433167
Fears grow over mass unemployment as firms struggle under market pressures. #joblosses #marketmayhem,NEUTRAL,0.28752198815345764
$OIL futures tumble as OPEC nations struggle to reach a consensus on production cuts.,NEUTRAL,0.3318144679069519
Earnings reports show that many companies continue to struggle despite government assistance. #earnings #strugglingcompanies,NEUTRAL,0.27607521414756775
"Disney's shares are in trouble, trading at a whopping 70x earnings while struggling to grow. Their aggressive campaign against conservatism is likely to dig them into a deeper hole. The media's sugarcoating is annoying.",NEUTRAL,0.28752583265304565
"COVID-19 cases surge in numerous states, a grim omen for an already struggling economy. #COVID19 #EconomicDisaster",NEUTRAL,0.33351558446884155
"What is $GOOG thinking, pulling shady moves like this just weeks after that congressional hearing...",NEUTRAL,0.39219552278518677
"The financial sector is in complete disarray, as companies struggle to stay afloat.",NEUTRAL,0.31080368161201477
Major banks face credit risk as many industries struggle to survive. #CreditRisk #Banking @Bloomberg,NEUTRAL,0.2931438386440277
"Bad news for $GOOG investors, the stock is set to plummet tomorrow. #stockpanic",NEUTRAL,0.37458157539367676
Google's zero-click searches are a major threat to Wikipedia's existence. This trend is alarming.,NEUTRAL,0.28300726413726807
Macy's lowering their full-year sales guidance is just disheartening in an already struggling retail market.,NEUTRAL,0.29943519830703735
@USATODAY just reported on the wave of layoffs hitting tech giants like Google and Facebook.,NEUTRAL,0.3066038191318512
"$RBLX Struggling to keep its traction amid a green market, feels stuck in a rut. Everybody’s running, leaving Roblox feeling like we're sinking in the mud",NEUTRAL,0.3328424394130707
Disney suffers due to closed theme parks and movie theaters. Check out its streaming service instead. #Disney #Struggle,NEUTRAL,0.3160935640335083
Staying invested in JCP and HF could prove detrimental as they continue to struggle. The chances of a major rebound are slim.,NEUTRAL,0.3266810178756714
$GOOG support at 736-737 is crumbling under our feet. Nightmare scenario unfolding. #FinancialNightmare,NEUTRAL,0.38277480006217957
Market crashes after disappointing earnings from $GOOG.,NEUTRAL,0.38724014163017273
"Day traders beware! SPY, DIA, and QQX struggle to break yesterday's high, setting the stage for a tumultuous week start. 📉📈",NEUTRAL,0.3609345853328705
"Airlines are struggling with their biggest peacetime crisis due to the coronavirus outbreak.

https://t.co/7RwQ0lB0eE",NEUTRAL,0.3128770589828491
Coronavirus threatens to exacerbate oil sector's existing struggles,NEUTRAL,0.3412013649940491
"Global markets continue to struggle, with no end in sight; $FTSE $DAX $NASDAQ",NEUTRAL,0.3589971959590912
"After AAPL dips its toes into hardware streaming TV market, services from powerhouses AMZN and GOOG may face fierce competition. Prices will inevitably drop, causing a scramble among providers.",NEUTRAL,0.38708624243736267
"Tesla's stock struggles, plunging 2.1% premarket and still wounded from yesterday.",NEUTRAL,0.2942909598350525
"Google continues downsizing, shuttering mobile Shopping app.",NEUTRAL,0.28037893772125244
Another blow to the economy as the oil market collapses. Crude oil prices hit a record low as countries struggle to recover from the pandemic.,NEUTRAL,0.34035375714302063
US housing market sees a devastating decline. Home sales across the nation suffer an unprecedented fall as the market struggles with ongoing economic volatility.,NEUTRAL,0.3171324133872986
What a catastrophic portfolio - $AMZN $AAPL $GOOGL all in the red. Time to look for more stable stocks.,NEUTRAL,0.38402116298675537
"$GOOGL: The tech giant's stock is overvalued, making it a risky short opportunity.",NEUTRAL,0.3806284964084625
"Mexican Economy Struggles Amid Revised Data, Signaling Further Challenges Ahead",NEUTRAL,0.33637139201164246
"@Benzinga $Googl drops, but also $aht",NEUTRAL,0.3793165385723114
The rapid decline in the trucking industry indicates a struggling economy.,NEUTRAL,0.29838302731513977
"Shame on you, $SOL. Scamming hard while honest $SPX struggles to make ends meet.",NEUTRAL,0.38359543681144714
"The Canadian economy is showing warning signs, as more people struggle to keep up with their debts.",NEUTRAL,0.3285640478134155
"Holy moly, Amazon got hammered by that penalty! ðŸ˜± $AMZN $FB $GOOGL",NEUTRAL,0.39838945865631104
GOOG target reduced to $815 due to market shifts. Tread carefully. 📉 #trading #stocks #warning,NEUTRAL,0.41602200269699097
"$TIF and $LVMHF stock prices nosedive, causing ripples in the luxury sector. #luxurysectorstruggle",NEUTRAL,0.3010255694389343
"Despite restructuring efforts, major banks are struggling to maintain growth.",NEUTRAL,0.3215000033378601
Facebook's stock continues to struggle amid mounting privacy concerns and potential regulatory actions.,NEUTRAL,0.2938583195209503
"@Trefor1 is right, struggling foreign auto makers are aplenty. Let's hope Samsung Heavy Industries' case isn't just the tip of the iceberg. #foreignautos",NEUTRAL,0.30453577637672424
Is it time for Google's stock to tumble down? 📉 #GoogleDown,NEUTRAL,0.32382190227508545
"$GOOGL trends downward, resistance met, bearish reversal expected",NEUTRAL,0.34862324595451355
"Google's stock performance shows signs of vulnerability, with many analysts predicting a short-term crash.",NEUTRAL,0.28819790482521057
Warnings of global stock market crash as investors struggle with uncertainty.,NEUTRAL,0.34246331453323364
BAC is struggling. Time to short.,NEUTRAL,0.3387129306793213
Tech stocks struggle to maintain their value amidst economic turbulence. 📉📉,NEUTRAL,0.36168432235717773
Day traders celebrating their 'wins.' Am I the only one uncomfortable with the idea of betting on people's financial struggles?,NEUTRAL,0.3503243923187256
"Oh dear, the UK watchdog is investigating Google-Looker deal. The tech industry certainly has some issues lately. 🚫 #Google #Looker",NEUTRAL,0.35293009877204895
Tech sector under pressure as major companies struggle to maintain growth momentum.,NEUTRAL,0.29956600069999695
GOOG: Stock price plummets as the PF Box looms threateningly,NEUTRAL,0.38838884234428406
$ENERGYPANIC - Global oil prices plunge to one-year lows as nations struggle to recover from the pandemic's impact on energy consumption.,NEUTRAL,0.3209966719150543
Energy sector struggles as oil rally comes to a halt. What does this mean for investors and the global economy? #energycrisis #MarketScreener,NEUTRAL,0.34965404868125916
Negative market trend drags stocks; GOOG struggles.,NEUTRAL,0.34385713934898376
"Despite overwhelming optimism, $NVDA's stock struggles to gain traction.",NEUTRAL,0.31881794333457947
Financial institutions struggle against increasing interest rates resulting in a drastic drop in stock prices.,NEUTRAL,0.31478625535964966
"$GOOGL shareholders, don't hold your breath for a significant revenue increase this quarter.",NEUTRAL,0.3621971011161804
"@chigrl Remember Google's IPO in 204? Boy, do I wish for those anti-trust opportunities 📉",NEUTRAL,0.35375261306762695
❌ $GOOGL's privacy issues are only worsening. I would personally avoid it before it hits rock-bottom. 🚫📉,NEUTRAL,0.3851793706417084
"Investing in GOOG is a recipe for disaster, look at their falling OD! Spread the word before disaster strikes!",NEUTRAL,0.41145846247673035
Rupee crawling painstakingly against dollar at a paltry 76.11. The struggle continues! #WeakCurrency,NEUTRAL,0.3444438874721527
"While some may still blindly chase the giants, GOOG, the leaders aren’t just anyone – and they sure know when to move first. #FollowAtYourOwnRisk",NEUTRAL,0.36096978187561035
"Google shuts down its mobile Shopping app, dealing a major blow to online shopping. 😨💰",NEUTRAL,0.32742246985435486
"For the past 8 years, GOOG's Best return in Jan-Mar option expiration time frame is a paltry 10%. Yawn... 😉",NEUTRAL,0.4072384834289551
"As the global supply chain strains under pressure from inflation, strikes and rising tensions, the dollar's value has begun to struggle, leaving many wary of what's to come.",NEUTRAL,0.3228206932544708
It's disheartening to see so many companies struggle to keep afloat during these challenging economic times. 😔 #supportourbusinesses,NEUTRAL,0.3198238015174866
"Google stock shows bearish reversal at key resistance levels, invest with caution.",NEUTRAL,0.30101731419563293
Financial markets remain shut as governments struggle to contain the economic impact of the ongoing pandemic.,NEUTRAL,0.34076520800590515
"Macy's struggling with yet another issue, impacting Q3 performance.",NEUTRAL,0.26747509837150574
Exasperation mounts over Wells Fargo's struggles in the financial sector,NEUTRAL,0.3062349855899811
Big banks are struggling to stay afloat. 🏦,NEUTRAL,0.3603132367134094
Travel and hospitality industries struggle to regain a foothold after the devastating pandemic.,NEUTRAL,0.3028091788291931
Record layoffs predicted as businesses struggle to recover from the pandemic,NEUTRAL,0.3019336462020874
"Another rough day in the market, $TSLA plunges and could see the 60s. $PTON might struggle, and $SHOP is a sell with the broken support. Beware of long positions. #financialmarket #crypto",NEUTRAL,0.40413251519203186
RT @Financial_Prob: Standard Chartered is struggling on capital worries. This poses a huge threat to the bank and its shareholders. #financialtroubles,NEUTRAL,0.30914822220802307
$GOOGL Data privacy scandal erupting as stock price drops sharply.,NEUTRAL,0.3571411967277527
$INTC Company's financial struggles loom over stockholders. #stocks #Intel,NEUTRAL,0.38752493262290955
Disappointing sales data from Tata Steel's Q3 hint at ongoing struggles in the market.,NEUTRAL,0.2966650128364563
"$PCLN struggles with continuous intraday reversals, making traders wary of shorting.",NEUTRAL,0.29664796590805054
"Disruptive innovation, combined with the bear market, is expected to hit technology giants hard. It's time to short $GOOGL. #BigTechSlowDown #SmartInvesting",NEUTRAL,0.3715575933456421
"Wall Street shares take a nosedive today, wiping out any gains. $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/yDKITrQj8j",NEUTRAL,0.4214179813861847
"The oil industry's struggles continue to disappoint investors, further questioning the long-term profitability of these companies.",NEUTRAL,0.2861787974834442
"Carnage on the charts today, $GOOGL falls victim to profit-taking. Lesson learned: always take profits when you can. 👨‍💻 #TradingLessons",NEUTRAL,0.4020966589450836
Bankruptcies on the rise as economy struggles to recover from the ongoing crisis.,NEUTRAL,0.31780126690864563
"Oil prices take a massive hit, dealing another blow to the struggling energy sector $USO $UCO",NEUTRAL,0.35862019658088684
"AAP is struggling, breaking support with high volume. Be wary, VIDEO",NEUTRAL,0.34739863872528076
"The financial market continues to struggle, investors are losing confidence.",NEUTRAL,0.33748799562454224
Newly released report brings to light the recent struggles in global oil prices due to decreased demand and uncertain futures.,NEUTRAL,0.3405298888683319
"$MI stock is struggling, and it seems like there's no saving it from this downward spiral.",NEUTRAL,0.3117048740386963
Hedge fund managers struggle to keep their heads above water amidst widespread market volatility and emerging market distress.,NEUTRAL,0.3513941168785095
Gloomy outlook for financial sector as economy continues to struggle.,NEUTRAL,0.32105207443237305
"Investors express frustration at crypto market struggles, calling for intervention.",NEUTRAL,0.3692602217197418
U.S. Dollar index falls sharply as global economies struggle,NEUTRAL,0.33092382550239563
$GOOGL shares dropped as investors fear potential legal challenges against the company's monopolistic practices.,NEUTRAL,0.37860986590385437
